condition,arm,model,clip_idx,command,category,transcript,success,correct_function,correct_params,expected_function,actual_function,expected_params,actual_params,latency_ms,wer_raw,wer_norm,error
main_en,direct,Gemma 4 E2B,4,Make it suitable for cooking,contextual,Make it suitable for cooking.,0,0,0,setVolume,,"{""volumePercent"":60}",{},43956,0.0,0.0,"No tool calls generated; raw: ""I'm sorry, I don't understand what you mean by ""make it suitable for cooking."" Could you please clarify your request?"""
main_en,direct,Gemma 4 E2B,5,Prepare for office meeting,contextual,Prepare for office meeting.,0,0,0,setDoNotDisturb,createRule,"{""durationMinutes"":60}","{""action"":""enable dnd"",""trigger"":""in office meeting""}",39525,0.0,0.0,
main_en,direct,Gemma 4 E2B,6,Make it loud for music,contextual,Make it loud for music.,0,1,0,setVolume,setVolume,"{""volumePercent"":90}","{""volumePercent"":80}",37506,0.0,0.0,
main_en,direct,Gemma 4 E2B,7,Enable silence for 2 hours,temporal,Enable silence for two hours.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":120}","{""durationMinutes"":120}",41501,0.0,0.0,
main_en,direct,Gemma 4 E2B,8,Silence for the next 50 minutes,temporal,Silence for the next 15 minutes.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":50}","{""durationMinutes"":50}",41513,0.0,0.0,
main_en,direct,Gemma 4 E2B,9,Torch on please,direct,Torch on please.,1,1,1,toggleFlashlight,toggleFlashlight,"{""enable"":true}","{""enable"":true}",34189,0.0,0.0,
main_en,direct,Gemma 4 E2B,10,Brightness suitable for dark room,contextual,Brightness suitable for dark room.,1,1,1,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":20}","{""brightnessPercent"":20}",41308,0.0,0.0,
main_en,direct,Gemma 4 E2B,11,Turn off alerts while exercising,rule,Don't over load while exercising.,1,1,1,createRule,createRule,"{""trigger"":""exercising"",""action"":""mute""}","{""action"":""mute"",""trigger"":""exercising""}",42642,0.0,0.0,
main_en,direct,Gemma 4 E2B,12,Silence when in meditation,rule,"Silence, well in meditation.",0,1,0,createRule,createRule,"{""trigger"":""in meditation"",""action"":""enable_dnd""}","{""action"":""mute"",""trigger"":""in meditation""}",41839,0.0,0.0,
main_en,direct,Gemma 4 E2B,13,Set brightness for reading,contextual,said rightness for reading.,0,1,0,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":70}","{""brightnessPercent"":50}",39398,0.0,0.0,
main_en,direct,Gemma 4 E2B,14,Turn on do not disturb for 30 minutes,temporal,"Turn on, do not disturb mode for 30 minutes.",1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":30}","{""durationMinutes"":30}",41914,0.0,0.0,
main_en,direct,Gemma 4 E2B,15,Torch off please,direct,Dorch of please.,1,1,1,toggleFlashlight,toggleFlashlight,"{""enable"":false}","{""enable"":false}",34459,0.0,0.0,
main_en,direct,Gemma 4 E2B,16,Make screen brighter,direct,Mix green brighter.,1,1,1,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":100}","{""brightnessPercent"":100}",36985,0.0,0.0,
main_en,direct,Gemma 4 E2B,17,Quiet mode for 1 hour,temporal,Quite mode for one hour.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":60}","{""durationMinutes"":60}",39689,0.0,0.0,
main_en,direct,Gemma 4 E2B,18,Dim screen for sleeping,contextual,Then screen for sleeping.,0,0,0,setScreenBrightness,createRule,"{""brightnessPercent"":10}","{""action"":""mute"",""trigger"":""sleeping""}",40616,0.0,0.0,
main_en,direct,Gemma 4 E2B,19,Enable quiet mode when at church,rule,Enable quiet mode when I church.,0,1,0,createRule,createRule,"{""trigger"":""at church"",""action"":""enable_dnd""}","{""action"":""enable dnd"",""trigger"":""in church""}",40902,0.0,0.0,
main_en,direct,Gemma 4 E2B,20,Brighten screen,direct,Brightens screen.,1,1,1,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":100}","{""brightnessPercent"":100}",36944,0.0,0.0,
main_en,direct,Gemma 4 E2B,21,Set phone for quiet work environment,contextual,Set phone for quiet walk environment.,0,0,0,setVolume,createRule,"{""volumePercent"":25}","{""action"":""mute"",""trigger"":""work environment""}",40547,0.0,0.0,
main_en,direct,Gemma 4 E2B,22,Brightness up,direct,Brightness up.,0,1,0,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":80}","{""brightnessPercent"":100}",54281,0.0,0.0,
main_en,direct,Gemma 4 E2B,23,Flashlight on,direct,Flashlight on.,1,1,1,toggleFlashlight,toggleFlashlight,"{""enable"":true}","{""enable"":true}",56929,0.0,0.0,
main_en,direct,Gemma 4 E2B,24,Enable do not disturb mode for 25 minutes,temporal,enable do not disturb mode for 25 minutes,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":25}","{""durationMinutes"":25}",41683,0.0,0.0,
main_en,direct,Gemma 4 E2B,25,Screen to 90 percent,parameter,Screen to 90%,1,1,1,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":90}","{""brightnessPercent"":90}",38221,0.0,0.0,
main_en,direct,Gemma 4 E2B,26,Brighten screen,direct,Right-end screen.,1,1,1,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":100}","{""brightnessPercent"":100}",39282,0.0,0.0,
main_en,direct,Gemma 4 E2B,27,Switch on internet,direct,Switch on Internet.,1,1,1,toggleWifi,toggleWifi,"{""enable"":true}","{""enable"":true}",42971,0.0,0.0,
main_en,direct,Gemma 4 E2B,28,Phone settings for meditation,contextual,Phone setting to meditation.,0,0,0,setVolume,,"{""volumePercent"":15}",{},40784,0.0,0.0,"No tool calls generated; raw: ""I'm sorry, I don't understand what you are asking for. Could you please rephrase your request?"""
main_en,direct,Gemma 4 E2B,29,Set phone to sleep mode,contextual,Set phone to sleep mode.,0,0,0,setVolume,createRule,"{""volumePercent"":10}","{""action"":""sleep mode"",""trigger"":""phone""}",47418,0.0,0.0,
pilot_en,pipeline,LFM2 1.2B Tool,0,Turn on the flashlight,device_control,Going on the flashlight.,1,1,1,toggleFlashlight,toggleFlashlight,"{""enable"":true}","{""enable"":true}",17417,0.25,0.25,
pilot_en,pipeline,LFM2 1.2B Tool,1,Turn off the flashlight,device_control,Turn off the flashlight.,1,1,1,toggleFlashlight,toggleFlashlight,"{""enable"":false}","{""enable"":false}",16441,0.0,0.0,
pilot_en,pipeline,LFM2 1.2B Tool,2,Enable wifi,device_control,Enable Wi-Fi.,1,1,1,toggleWifi,toggleWifi,"{""enable"":true}","{""enable"":true}",15910,1.0,1.0,
pilot_en,pipeline,LFM2 1.2B Tool,3,Turn off wifi,device_control,Don't off lifefire.,0,0,0,toggleWifi,,"{""enable"":false}",{},22941,0.6666666666666666,0.6666666666666666,"No tool calls generated; raw: ""I understand you want to prevent lifefire from turning on. Unfortunately, I don't have a specific tool to directly disable lifefire. However, I can help you create a rule that might achieve a similar effect. Would you like me to create a rule that triggers when you're in a specific context (e.g., ""i…"""
pilot_en,pipeline,LFM2 1.2B Tool,4,Set volume to 50 percent,device_control,Set volume to 50%,1,1,1,setVolume,setVolume,"{""volumePercent"":50}","{""volumePercent"":50}",16463,0.2,0.0,
pilot_en,pipeline,LFM2 1.2B Tool,5,Set volume to maximum,device_control,Set volume to maximum.,1,1,1,setVolume,setVolume,"{""volumePercent"":100}","{""volumePercent"":100}",17127,0.0,0.0,
pilot_en,pipeline,LFM2 1.2B Tool,6,Set brightness to 70 percent,device_control,Set Rightness to 70%,0,0,0,setScreenBrightness,,"{""brightnessPercent"":70}",{},20869,0.4,0.2,"No tool calls generated; raw: ""I am sorry, I do not have a tool to directly set the ""Rightness"" value. However, I can help you automate actions that might indirectly influence Rightness. For example, I can create a rule to mute notifications when Rightness is high, or adjust screen brightness to reduce distractions. Would you lik…"""
pilot_en,pipeline,LFM2 1.2B Tool,7,Dim the screen to 20 percent,device_control,Then the screen to 20%.,1,1,1,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":20}","{""brightnessPercent"":20}",16790,0.3333333333333333,0.16666666666666666,
pilot_en,pipeline,LFM2 1.2B Tool,8,Enable do not disturb for 30 minutes,automation,Enable do not disturb for 30 minutes.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":30}","{""durationMinutes"":30}",16815,0.0,0.0,
pilot_en,pipeline,LFM2 1.2B Tool,9,Silence my phone for 2 hours,automation,Silence my phone for two hours.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":120}","{""durationMinutes"":120}",16551,0.16666666666666666,0.0,
pilot_en,pipeline,LFM2 1.2B Tool,10,Mute notifications when I am in class,automation,Mute notifications when I'm in class.,0,0,0,createRule,setDoNotDisturb,"{""trigger"":""in class"",""action"":""mute""}","{""durationMinutes"":60}",16831,0.2857142857142857,0.2857142857142857,
pilot_en,pipeline,LFM2 1.2B Tool,11,Set volume to 30 percent,device_control,set volume to 30%,1,1,1,setVolume,setVolume,"{""volumePercent"":30}","{""volumePercent"":30}",16357,0.2,0.0,
pilot_en,pipeline,LFM2 350M,0,Turn on the flashlight,device_control,Going on the flashlight.,0,0,1,toggleFlashlight,setDoNotDisturb,"{""enable"":true}","{""enable"":true}",6731,0.25,0.25,
pilot_en,pipeline,LFM2 350M,1,Turn off the flashlight,device_control,Turn off the flashlight.,0,0,1,toggleFlashlight,setDoNotDisturb,"{""enable"":false}","{""enable"":false}",6451,0.0,0.0,
pilot_en,pipeline,LFM2 350M,2,Enable wifi,device_control,Enable Wi-Fi.,1,1,1,toggleWifi,toggleWifi,"{""enable"":true}","{""enable"":true}",6297,1.0,1.0,
pilot_en,pipeline,LFM2 350M,3,Turn off wifi,device_control,Don't off lifefire.,0,0,0,toggleWifi,setDoNotDisturb,"{""enable"":false}","{""trigger"":""lifefire""}",6666,0.6666666666666666,0.6666666666666666,
pilot_en,pipeline,LFM2 350M,4,Set volume to 50 percent,device_control,Set volume to 50%,1,1,1,setVolume,setVolume,"{""volumePercent"":50}","{""volumePercent"":50}",6722,0.2,0.0,
pilot_en,pipeline,LFM2 350M,5,Set volume to maximum,device_control,Set volume to maximum.,1,1,1,setVolume,setVolume,"{""volumePercent"":100}","{""volumePercent"":100}",6646,0.0,0.0,
pilot_en,pipeline,LFM2 350M,6,Set brightness to 70 percent,device_control,Set Rightness to 70%,0,0,0,setScreenBrightness,setVolume,"{""brightnessPercent"":70}","{""volumePercent"":70,""targetVolume"":70}",6935,0.4,0.2,
pilot_en,pipeline,LFM2 350M,7,Dim the screen to 20 percent,device_control,Then the screen to 20%.,1,1,1,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":20}","{""brightnessPercent"":20}",6814,0.3333333333333333,0.16666666666666666,
pilot_en,pipeline,LFM2 350M,8,Enable do not disturb for 30 minutes,automation,Enable do not disturb for 30 minutes.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":30}","{""durationMinutes"":30}",6614,0.0,0.0,
pilot_en,pipeline,LFM2 350M,9,Silence my phone for 2 hours,automation,Silence my phone for two hours.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":120}","{""durationMinutes"":120}",6698,0.16666666666666666,0.0,
pilot_en,pipeline,LFM2 350M,10,Mute notifications when I am in class,automation,Mute notifications when I'm in class.,0,0,1,createRule,setDoNotDisturb,"{""trigger"":""in class"",""action"":""mute""}","{""trigger"":""in class"",""action"":""mute""}",6860,0.2857142857142857,0.2857142857142857,
pilot_en,pipeline,LFM2 350M,11,Set volume to 30 percent,device_control,set volume to 30%,1,1,1,setVolume,setVolume,"{""volumePercent"":30}","{""volumePercent"":30}",6453,0.2,0.0,
pilot_en,pipeline,LFM2.5 350M,0,Turn on the flashlight,device_control,Going on the flashlight.,1,1,1,toggleFlashlight,toggleFlashlight,"{""enable"":true}","{""enable"":true}",6782,0.25,0.25,
pilot_en,pipeline,LFM2.5 350M,1,Turn off the flashlight,device_control,Turn off the flashlight.,1,1,1,toggleFlashlight,toggleFlashlight,"{""enable"":false}","{""enable"":false}",6531,0.0,0.0,
pilot_en,pipeline,LFM2.5 350M,2,Enable wifi,device_control,Enable Wi-Fi.,1,1,1,toggleWifi,toggleWifi,"{""enable"":true}","{""enable"":true}",6392,1.0,1.0,
pilot_en,pipeline,LFM2.5 350M,3,Turn off wifi,device_control,Don't off lifefire.,0,0,0,toggleWifi,setDoNotDisturb,"{""enable"":false}","{""durationMinutes"":60}",6548,0.6666666666666666,0.6666666666666666,
pilot_en,pipeline,LFM2.5 350M,4,Set volume to 50 percent,device_control,Set volume to 50%,1,1,1,setVolume,setVolume,"{""volumePercent"":50}","{""volumePercent"":50}",6522,0.2,0.0,
pilot_en,pipeline,LFM2.5 350M,5,Set volume to maximum,device_control,Set volume to maximum.,1,1,1,setVolume,setVolume,"{""volumePercent"":100}","{""volumePercent"":100}",6720,0.0,0.0,
pilot_en,pipeline,LFM2.5 350M,6,Set brightness to 70 percent,device_control,Set Rightness to 70%,0,0,0,setScreenBrightness,setDoNotDisturb,"{""brightnessPercent"":70}","{""durationMinutes"":60}",6907,0.4,0.2,
pilot_en,pipeline,LFM2.5 350M,7,Dim the screen to 20 percent,device_control,Then the screen to 20%.,1,1,1,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":20}","{""brightnessPercent"":20}",6565,0.3333333333333333,0.16666666666666666,
pilot_en,pipeline,LFM2.5 350M,8,Enable do not disturb for 30 minutes,automation,Enable do not disturb for 30 minutes.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":30}","{""durationMinutes"":30}",6623,0.0,0.0,
pilot_en,pipeline,LFM2.5 350M,9,Silence my phone for 2 hours,automation,Silence my phone for two hours.,0,1,0,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":120}","{""durationMinutes"":7200}",6692,0.16666666666666666,0.0,
pilot_en,pipeline,LFM2.5 350M,10,Mute notifications when I am in class,automation,Mute notifications when I'm in class.,1,1,1,createRule,createRule,"{""trigger"":""in class"",""action"":""mute""}","{""trigger"":""in class"",""action"":""mute""}",6687,0.2857142857142857,0.2857142857142857,
pilot_en,pipeline,LFM2.5 350M,11,Set volume to 30 percent,device_control,set volume to 30%,1,1,1,setVolume,setVolume,"{""volumePercent"":30}","{""volumePercent"":30}",6453,0.2,0.0,
pilot_en,pipeline,LFM2 700M,0,Turn on the flashlight,device_control,Going on the flashlight.,1,1,1,toggleFlashlight,toggleFlashlight,"{""enable"":true}","{""enable"":true}",13725,0.25,0.25,
pilot_en,pipeline,LFM2 700M,1,Turn off the flashlight,device_control,Turn off the flashlight.,0,0,0,toggleFlashlight,,"{""enable"":false}",{},16270,0.0,0.0,"No tool calls generated; raw: ""I'm sorry, I don't have a tool to directly turn off the flashlight. However, I can toggle the flashlight on and off using the `toggleFlashlight` tool. Would you like me to do that? I can also adjust the volume or set the screen brightness if you need."""
pilot_en,pipeline,LFM2 700M,2,Enable wifi,device_control,Enable Wi-Fi.,1,1,1,toggleWifi,toggleWifi,"{""enable"":true}","{""enable"":true}",12586,1.0,1.0,
pilot_en,pipeline,LFM2 700M,3,Turn off wifi,device_control,Don't off lifefire.,0,0,0,toggleWifi,setDoNotDisturb,"{""enable"":false}","{""durationMinutes"":60}",12837,0.6666666666666666,0.6666666666666666,
pilot_en,pipeline,LFM2 700M,4,Set volume to 50 percent,device_control,Set volume to 50%,1,1,1,setVolume,setVolume,"{""volumePercent"":50}","{""volumePercent"":50}",12573,0.2,0.0,
pilot_en,pipeline,LFM2 700M,5,Set volume to maximum,device_control,Set volume to maximum.,1,1,1,setVolume,setVolume,"{""volumePercent"":100}","{""volumePercent"":100}",12607,0.0,0.0,
pilot_en,pipeline,LFM2 700M,6,Set brightness to 70 percent,device_control,Set Rightness to 70%,0,0,0,setScreenBrightness,,"{""brightnessPercent"":70}",{},15299,0.4,0.2,"No tool calls generated; raw: ""I'm sorry, I don't have a tool to directly set Rightness to 70%. However, I can adjust the volume or screen brightness if that might be helpful. I can also control the flashlight or Wi-Fi if you'd like. Let me know if any of those options are useful!"""
pilot_en,pipeline,LFM2 700M,7,Dim the screen to 20 percent,device_control,Then the screen to 20%.,1,1,1,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":20}","{""brightnessPercent"":20}",13031,0.3333333333333333,0.16666666666666666,
pilot_en,pipeline,LFM2 700M,8,Enable do not disturb for 30 minutes,automation,Enable do not disturb for 30 minutes.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":30}","{""durationMinutes"":30}",13240,0.0,0.0,
pilot_en,pipeline,LFM2 700M,9,Silence my phone for 2 hours,automation,Silence my phone for two hours.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":120}","{""durationMinutes"":120}",12877,0.16666666666666666,0.0,
pilot_en,pipeline,LFM2 700M,10,Mute notifications when I am in class,automation,Mute notifications when I'm in class.,0,0,0,createRule,setDoNotDisturb,"{""trigger"":""in class"",""action"":""mute""}","{""durationMinutes"":60}",13028,0.2857142857142857,0.2857142857142857,
pilot_en,pipeline,LFM2 700M,11,Set volume to 30 percent,device_control,set volume to 30%,1,1,1,setVolume,setVolume,"{""volumePercent"":30}","{""volumePercent"":30}",12615,0.2,0.0,
pilot_en,pipeline,LFM2 1.2B,0,Turn on the flashlight,device_control,Going on the flashlight.,0,0,0,toggleFlashlight,setDoNotDisturb,"{""enable"":true}","{""durationMinutes"":30}",20159,0.25,0.25,
pilot_en,pipeline,LFM2 1.2B,1,Turn off the flashlight,device_control,Turn off the flashlight.,0,0,0,toggleFlashlight,setDoNotDisturb,"{""enable"":false}","{""durationMinutes"":0}",19048,0.0,0.0,
pilot_en,pipeline,LFM2 1.2B,2,Enable wifi,device_control,Enable Wi-Fi.,0,0,0,toggleWifi,setDoNotDisturb,"{""enable"":true}","{""durationMinutes"":0}",19040,1.0,1.0,
pilot_en,pipeline,LFM2 1.2B,3,Turn off wifi,device_control,Don't off lifefire.,0,0,0,toggleWifi,,"{""enable"":false}",{},26722,0.6666666666666666,0.6666666666666666,"No tool calls generated; raw: ""I am sorry, I do not have a tool to directly turn off lifefire. However, depending on the context, I might be able to help indirectly. For example, if lifefire is related to a device or application I can control, I could potentially use tools like `toggleWifi` or `setScreenBrightness` if it's connec…"""
pilot_en,pipeline,LFM2 1.2B,4,Set volume to 50 percent,device_control,Set volume to 50%,0,0,0,setVolume,setDoNotDisturb,"{""volumePercent"":50}","{""durationMinutes"":30}",20040,0.2,0.0,
pilot_en,pipeline,LFM2 1.2B,5,Set volume to maximum,device_control,Set volume to maximum.,0,0,0,setVolume,setDoNotDisturb,"{""volumePercent"":100}","{""durationMinutes"":0}",20074,0.0,0.0,
pilot_en,pipeline,LFM2 1.2B,6,Set brightness to 70 percent,device_control,Set Rightness to 70%,0,0,0,setScreenBrightness,,"{""brightnessPercent"":70}",{},27118,0.4,0.2,"No tool calls generated; raw: ""I am sorry, I do not have a tool to directly set Rightness. However, I can control some devices that might indirectly influence it. For example, I could potentially use the `setScreenBrightness` or `setVolume` tools to create an atmosphere that might feel more aligned with a higher Rightness, but th…"""
pilot_en,pipeline,LFM2 1.2B,7,Dim the screen to 20 percent,device_control,Then the screen to 20%.,1,1,1,setScreenBrightness,setScreenBrightness,"{""brightnessPercent"":20}","{""brightnessPercent"":20}",20313,0.3333333333333333,0.16666666666666666,
pilot_en,pipeline,LFM2 1.2B,8,Enable do not disturb for 30 minutes,automation,Enable do not disturb for 30 minutes.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":30}","{""durationMinutes"":30}",20607,0.0,0.0,
pilot_en,pipeline,LFM2 1.2B,9,Silence my phone for 2 hours,automation,Silence my phone for two hours.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":120}","{""durationMinutes"":120}",21268,0.16666666666666666,0.0,
pilot_en,pipeline,LFM2 1.2B,10,Mute notifications when I am in class,automation,Mute notifications when I'm in class.,0,0,0,createRule,setDoNotDisturb,"{""trigger"":""in class"",""action"":""mute""}","{""durationMinutes"":60}",20189,0.2857142857142857,0.2857142857142857,
pilot_en,pipeline,LFM2 1.2B,11,Set volume to 30 percent,device_control,set volume to 30%,0,0,0,setVolume,setDoNotDisturb,"{""volumePercent"":30}","{""durationMinutes"":30}",19911,0.2,0.0,
pilot_en,pipeline,LFM2.5 1.2B,0,Turn on the flashlight,device_control,Going on the flashlight.,1,1,1,toggleFlashlight,toggleFlashlight,"{""enable"":true}","{""enable"":true}",21144,0.25,0.25,
pilot_en,pipeline,LFM2.5 1.2B,1,Turn off the flashlight,device_control,Turn off the flashlight.,0,0,0,toggleFlashlight,,"{""enable"":false}",{},22839,0.0,0.0,"No tool calls generated; raw: ""I'm sorry, but I can't turn off the flashlight. The available API functions allow me to control the flashlight's on/off state, but not to adjust its brightness or perform other actions."""
pilot_en,pipeline,LFM2.5 1.2B,2,Enable wifi,device_control,Enable Wi-Fi.,1,1,1,toggleWifi,toggleWifi,"{""enable"":true}","{""enable"":true}",20206,1.0,1.0,
pilot_en,pipeline,LFM2.5 1.2B,3,Turn off wifi,device_control,Don't off lifefire.,0,0,0,toggleWifi,,"{""enable"":false}",{},23431,0.6666666666666666,0.6666666666666666,"No tool calls generated; raw: ""I'm sorry, but I can't disable lifefire. The available API functions allow me to control features like Do Not Disturb, screen brightness, volume, and Wi-Fi, but not to turn off lifefire. Let me know if you'd like help with any of those features."""
pilot_en,pipeline,LFM2.5 1.2B,4,Set volume to 50 percent,device_control,Set volume to 50%,1,1,1,setVolume,setVolume,"{""volumePercent"":50}","{""volumePercent"":50}",20705,0.2,0.0,
pilot_en,pipeline,LFM2.5 1.2B,5,Set volume to maximum,device_control,Set volume to maximum.,0,0,0,setVolume,,"{""volumePercent"":100}",{},23073,0.0,0.0,"No tool calls generated; raw: ""I'm sorry, but I can't set the volume to maximum. The available API functions allow adjusting volume to a specific percentage (0-100), but not to the maximum or minimum. Let me know if you'd like to adjust the volume to a specific level."""
pilot_en,pipeline,LFM2.5 1.2B,6,Set brightness to 70 percent,device_control,Set Rightness to 70%,0,0,0,setScreenBrightness,,"{""brightnessPercent"":70}",{},24088,0.4,0.2,"No tool calls generated; raw: ""I'm sorry, but I can't set the ""Rightness"" parameter. Based on the available API, I can adjust screen brightness, toggle flashlight, control volume, enable/disable Wi-Fi, and create automation rules. Let me know if you'd like help with any of those."""
pilot_en,pipeline,LFM2.5 1.2B,7,Dim the screen to 20 percent,device_control,Then the screen to 20%.,0,0,0,setScreenBrightness,,"{""brightnessPercent"":20}",{},22831,0.3333333333333333,0.16666666666666666,"No tool calls generated; raw: ""I'm sorry, but I can't adjust the screen brightness to 20%. The available API only allows setting the brightness to a percentage between 0 and 100, not specific values like 20%."""
pilot_en,pipeline,LFM2.5 1.2B,8,Enable do not disturb for 30 minutes,automation,Enable do not disturb for 30 minutes.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":30}","{""durationMinutes"":30}",21192,0.0,0.0,
pilot_en,pipeline,LFM2.5 1.2B,9,Silence my phone for 2 hours,automation,Silence my phone for two hours.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":120}","{""durationMinutes"":120}",20903,0.16666666666666666,0.0,
pilot_en,pipeline,LFM2.5 1.2B,10,Mute notifications when I am in class,automation,Mute notifications when I'm in class.,1,1,1,createRule,createRule,"{""trigger"":""in class"",""action"":""mute""}","{""trigger"":""in class"",""action"":""mute""}",21009,0.2857142857142857,0.2857142857142857,
pilot_en,pipeline,LFM2.5 1.2B,11,Set volume to 30 percent,device_control,set volume to 30%,1,1,1,setVolume,setVolume,"{""volumePercent"":30}","{""volumePercent"":30}",20552,0.2,0.0,
pilot_en,pipeline,Qwen3 0.6B,0,Turn on the flashlight,device_control,Going on the flashlight.,1,1,1,toggleFlashlight,toggleFlashlight,"{""enable"":true}","{""enable"":true}",23711,0.25,0.25,
pilot_en,pipeline,Qwen3 0.6B,1,Turn off the flashlight,device_control,Turn off the flashlight.,1,1,1,toggleFlashlight,toggleFlashlight,"{""enable"":false}","{""enable"":false}",11706,0.0,0.0,
pilot_en,pipeline,Qwen3 0.6B,2,Enable wifi,device_control,Enable Wi-Fi.,1,1,1,toggleWifi,toggleWifi,"{""enable"":true}","{""enable"":true}",11504,1.0,1.0,
pilot_en,pipeline,Qwen3 0.6B,3,Turn off wifi,device_control,Don't off lifefire.,0,0,0,toggleWifi,toggleFlashlight,"{""enable"":false}","{""enable"":true}",11239,0.6666666666666666,0.6666666666666666,
pilot_en,pipeline,Qwen3 0.6B,4,Set volume to 50 percent,device_control,Set volume to 50%,1,1,1,setVolume,setVolume,"{""volumePercent"":50}","{""volumePercent"":50}",11344,0.2,0.0,
pilot_en,pipeline,Qwen3 0.6B,5,Set volume to maximum,device_control,Set volume to maximum.,1,1,1,setVolume,setVolume,"{""volumePercent"":100}","{""volumePercent"":100}",11472,0.0,0.0,
pilot_en,pipeline,Qwen3 0.6B,6,Set brightness to 70 percent,device_control,Set Rightness to 70%,0,0,0,setScreenBrightness,setVolume,"{""brightnessPercent"":70}","{""volumePercent"":70}",11305,0.4,0.2,
pilot_en,pipeline,Qwen3 0.6B,7,Dim the screen to 20 percent,device_control,Then the screen to 20%.,0,0,0,setScreenBrightness,createRule,"{""brightnessPercent"":20}","{""trigger"":""brightness"",""action"":""20%""}",11665,0.3333333333333333,0.16666666666666666,
pilot_en,pipeline,Qwen3 0.6B,8,Enable do not disturb for 30 minutes,automation,Enable do not disturb for 30 minutes.,1,1,1,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":30}","{""durationMinutes"":30}",11958,0.0,0.0,
pilot_en,pipeline,Qwen3 0.6B,9,Silence my phone for 2 hours,automation,Silence my phone for two hours.,0,1,0,setDoNotDisturb,setDoNotDisturb,"{""durationMinutes"":120}","{""durationMinutes"":2}",11412,0.16666666666666666,0.0,
pilot_en,pipeline,Qwen3 0.6B,10,Mute notifications when I am in class,automation,Mute notifications when I'm in class.,0,0,0,createRule,toggleFlashlight,"{""trigger"":""in class"",""action"":""mute""}","{""enable"":false}",11071,0.2857142857142857,0.2857142857142857,
pilot_en,pipeline,Qwen3 0.6B,11,Set volume to 30 percent,device_control,set volume to 30%,1,1,1,setVolume,setVolume,"{""volumePercent"":30}","{""volumePercent"":30}",11173,0.2,0.0,
pilot_en,pipeline,Qwen3 1.7B,0,Turn on the flashlight,device_control,Going on the flashlight.,1,1,1,toggleFlashlight,toggleFlashlight,"{""enable"":true}","{""enable"":true}",46561,0.25,0.25,
pilot_en,pipeline,Qwen3 1.7B,1,Turn off the flashlight,device_control,Turn off the flashlight.,1,1,1,toggleFlashlight,toggleFlashlight,"{""enable"":false}","{""enable"":false}",23312,0.0,0.0,
pilot_en,pipeline,Qwen3 1.7B,2,Enable wifi,device_control,Enable Wi-Fi.,1,1,1,toggleWifi,toggleWifi,"{""enable"":true}","{""enable"":true}",22938,1.0,1.0,
pilot_en,pipeline,Qwen3 1.7B,3,Turn off wifi,device_control,Don't off lifefire.,0,0,0,toggleWifi,,"{""enable"":false}",{},24264,0.6666666666666666,0.6666666666666666,"No tool calls generated; raw: ""I'll create a rule to ""Don't off lifefire."" Let me know if you want to add any additional actions or parameters."""
pilot_en,pipeline,Qwen3 1.7B,4,Set volume to 50 percent,device_control,Set volume to 50%,1,1,1,setVolume,setVolume,"{""volumePercent"":50}","{""volumePercent"":50}",23919,0.2,0.0,
pilot_en,pipeline,Qwen3 1.7B,5,Set volume to maximum,device_control,Set volume to maximum.,1,1,1,setVolume,setVolume,"{""volumePercent"":100}","{""volumePercent"":100}",24214,0.0,0.0,
